Iteration,Timesteps
1,79.0
2,79.0
3,79.0
4,79.0
5,79.0
6,79.0
7,79.0
8,79.0
9,79.0
10,79.0
11,79.0
12,79.0
13,79.0
14,79.0
15,79.0
16,79.0
17,79.0
18,79.0
19,79.0
20,79.0
21,79.0
22,79.0
23,79.0
24,79.0
25,79.0
26,79.0
27,79.0
28,79.0
29,79.0
30,79.0
31,79.0
32,79.0
33,79.0
34,79.0
35,79.0
36,79.0
37,79.0
38,79.0
39,79.0
40,79.0
41,79.0
42,79.0
43,79.0
44,79.0
45,79.0
46,79.0
47,79.0
48,79.0
49,79.0
50,79.0
51,79.0
52,79.0
53,79.0
54,79.0
55,79.0
56,79.0
57,79.0
58,79.0
59,79.0
60,79.0
61,79.0
62,79.0
63,79.0
64,79.0
65,79.0
66,79.0
67,79.0
68,79.0
69,79.0
70,79.0
71,79.0
72,79.0
73,79.0
74,79.0
75,79.0
76,79.0
77,79.0
78,79.0
79,79.0
80,79.0
81,79.0
82,79.0
83,79.0
84,79.0
85,79.0
86,79.0
87,79.0
88,79.0
89,79.0
90,79.0
91,79.0
92,79.0
93,79.0
94,79.0
95,79.0
96,79.0
97,79.0
98,79.0
99,79.0
100,79.0
101,79.0
102,79.0
103,79.0
104,79.0
105,79.0
106,79.0
107,79.0
108,79.0
109,79.0
110,79.0
111,79.0
112,79.0
113,79.0
114,79.0
115,79.0
116,79.0
117,79.0
118,79.0
119,79.0
120,79.0
121,79.0
122,79.0
123,79.0
124,79.0
125,79.0
126,79.0
127,79.0
128,79.0
129,79.0
130,79.0
131,79.0
132,79.0
133,79.0
134,79.0
135,79.0
136,79.0
137,79.0
138,79.0
139,79.0
140,79.0
141,79.0
142,79.0
143,79.0
144,79.0
145,79.0
146,79.0
147,79.0
148,79.0
149,79.0
150,79.0
151,79.0
152,79.0
153,79.0
154,79.0
155,79.0
156,79.0
157,79.0
158,79.0
159,79.0
160,79.0
161,79.0
162,79.0
163,79.0
164,79.0
165,79.0
166,79.0
167,79.0
168,79.0
169,79.0
170,79.0
171,79.0
172,79.0
173,79.0
174,79.0
175,79.0
176,79.0
177,79.0
178,79.0
179,79.0
180,79.0
181,79.0
182,79.0
183,79.0
184,79.0
185,79.0
186,79.0
187,79.0
188,79.0
189,79.0
190,79.0
191,79.0
192,79.0
193,79.0
194,79.0
195,79.0
196,79.0
197,79.0
198,79.0
199,79.0
200,79.0
201,79.0
202,79.0
